Year,Month,percent,regionId,date,regionName,
1931,Jun,-9,1,1931 Jun,Global,
1931,Jul,6,1,1931 Jul,Global,
1931,Aug,8,1,1931 Aug,Global,
1931,Sep,-17,1,1931 Sep,Global,
1931,Oct,4,1,1931 Oct,Global,
1931,Nov,-17,1,1931 Nov,Global,
1931,Dec,5,1,1931 Dec,Global,
1932,Jan,33,1,1932 Jan,Global,
1932,Feb,-29,1,1932 Feb,Global,
1932,Mar,-22,1,1932 Mar,Global,
1932,Apr,5,1,1932 Apr,Global,
1932,May,-20,1,1932 May,Global,
1932,Jun,-47,1,1932 Jun,Global,
1932,Jul,-24,1,1932 Jul,Global,
1932,Aug,-20,1,1932 Aug,Global,
1932,Sep,4,1,1932 Sep,Global,
1932,Oct,7,1,1932 Oct,Global,
1932,Nov,-11,1,1932 Nov,Global,
1932,Dec,-16,1,1932 Dec,Global,
1933,Jan,-38,1,1933 Jan,Global,
1933,Feb,-29,1,1933 Feb,Global,
1933,Mar,-27,1,1933 Mar,Global,
1933,Apr,-21,1,1933 Apr,Global,
1933,May,-14,1,1933 May,Global,
1933,Jun,-28,1,1933 Jun,Global,
1933,Jul,-14,1,1933 Jul,Global,
1933,Aug,-19,1,1933 Aug,Global,
1933,Sep,-11,1,1933 Sep,Global,
1933,Oct,-9,1,1933 Oct,Global,
1933,Nov,-37,1,1933 Nov,Global,
1933,Dec,-56,1,1933 Dec,Global,
1934,Jan,-16,1,1934 Jan,Global,
1934,Feb,-13,1,1934 Feb,Global,
1934,Mar,-37,1,1934 Mar,Global,
1934,Apr,-36,1,1934 Apr,Global,
1934,May,-1,1,1934 May,Global,
1934,Jun,-19,1,1934 Jun,Global,
1934,Jul,-1,1,1934 Jul,Global,
1934,Aug,5,1,1934 Aug,Global,
1934,Sep,-9,1,1934 Sep,Global,
1934,Oct,-7,1,1934 Oct,Global,
1934,Nov,3,1,1934 Nov,Global,
1934,Dec,6,1,1934 Dec,Global,
1935,Jan,-34,1,1935 Jan,Global,
1935,Feb,21,1,1935 Feb,Global,
1935,Mar,1,1,1935 Mar,Global,
1935,Apr,-51,1,1935 Apr,Global,
1935,May,-37,1,1935 May,Global,
1935,Jun,-24,1,1935 Jun,Global,
1935,Jul,-30,1,1935 Jul,Global,
1935,Aug,-26,1,1935 Aug,Global,
1935,Sep,-41,1,1935 Sep,Global,
1935,Oct,-8,1,1935 Oct,Global,
1935,Nov,-33,1,1935 Nov,Global,
1935,Dec,-20,1,1935 Dec,Global,
1936,Jan,-30,1,1936 Jan,Global,
1936,Feb,-45,1,1936 Feb,Global,
1936,Mar,-18,1,1936 Mar,Global,
1936,Apr,-5,1,1936 Apr,Global,
1936,May,-30,1,1936 May,Global,
1936,Jun,-19,1,1936 Jun,Global,
1936,Jul,19,1,1936 Jul,Global,
1936,Aug,-2,1,1936 Aug,Global,
1936,Sep,-3,1,1936 Sep,Global,
1936,Oct,-1,1,1936 Oct,Global,
1936,Nov,1,1,1936 Nov,Global,
1936,Dec,8,1,1936 Dec,Global,
1937,Jan,-13,1,1937 Jan,Global,
1937,Feb,4,1,1937 Feb,Global,
1937,Mar,-22,1,1937 Mar,Global,
1937,Apr,-21,1,1937 Apr,Global,
1937,May,-4,1,1937 May,Global,
1937,Jun,-7,1,1937 Jun,Global,
1937,Jul,-15,1,1937 Jul,Global,
1937,Aug,3,1,1937 Aug,Global,
1937,Sep,22,1,1937 Sep,Global,
1937,Oct,19,1,1937 Oct,Global,
1937,Nov,27,1,1937 Nov,Global,
1937,Dec,-10,1,1937 Dec,Global,
1938,Jan,-2,1,1938 Jan,Global,
1938,Feb,-2,1,1938 Feb,Global,
1938,Mar,18,1,1938 Mar,Global,
1938,Apr,26,1,1938 Apr,Global,
1938,May,7,1,1938 May,Global,
1938,Jun,-14,1,1938 Jun,Global,
1938,Jul,0,1,1938 Jul,Global,
1938,Aug,-9,1,1938 Aug,Global,
1938,Sep,9,1,1938 Sep,Global,
1938,Oct,29,1,1938 Oct,Global,
1938,Nov,10,1,1938 Nov,Global,
1938,Dec,-13,1,1938 Dec,Global,
1939,Jan,-4,1,1939 Jan,Global,
1939,Feb,-19,1,1939 Feb,Global,
1939,Mar,-38,1,1939 Mar,Global,
1939,Apr,-18,1,1939 Apr,Global,
1939,May,-3,1,1939 May,Global,
1939,Jun,-11,1,1939 Jun,Global,
1939,Jul,-14,1,1939 Jul,Global,
1939,Aug,-27,1,1939 Aug,Global,
1939,Sep,-15,1,1939 Sep,Global,
1939,Oct,-10,1,1939 Oct,Global,
1939,Nov,-18,1,1939 Nov,Global,
1939,Dec,32,1,1939 Dec,Global,
1940,Jan,-22,1,1940 Jan,Global,
1940,Feb,5,1,1940 Feb,Global,
1940,Mar,9,1,1940 Mar,Global,
1940,Apr,0,1,1940 Apr,Global,
1940,May,4,1,1940 May,Global,
1940,Jun,15,1,1940 Jun,Global,
1940,Jul,19,1,1940 Jul,Global,
1940,Aug,7,1,1940 Aug,Global,
1940,Sep,18,1,1940 Sep,Global,
1940,Oct,4,1,1940 Oct,Global,
1940,Nov,5,1,1940 Nov,Global,
1940,Dec,22,1,1940 Dec,Global,
1941,Jan,2,1,1941 Jan,Global,
1941,Feb,20,1,1941 Feb,Global,
1941,Mar,-12,1,1941 Mar,Global,
1941,Apr,0,1,1941 Apr,Global,
1941,May,9,1,1941 May,Global,
1941,Jun,11,1,1941 Jun,Global,
1941,Jul,24,1,1941 Jul,Global,
1941,Aug,2,1,1941 Aug,Global,
1941,Sep,-21,1,1941 Sep,Global,
1941,Oct,8,1,1941 Oct,Global,
1941,Nov,-7,1,1941 Nov,Global,
1941,Dec,1,1,1941 Dec,Global,
1942,Jan,20,1,1942 Jan,Global,
1942,Feb,-2,1,1942 Feb,Global,
1942,Mar,-2,1,1942 Mar,Global,
1942,Apr,-2,1,1942 Apr,Global,
1942,May,1,1,1942 May,Global,
1942,Jun,6,1,1942 Jun,Global,
1942,Jul,4,1,1942 Jul,Global,
1942,Aug,9,1,1942 Aug,Global,
1942,Sep,6,1,1942 Sep,Global,
1942,Oct,0,1,1942 Oct,Global,
1942,Nov,12,1,1942 Nov,Global,
1942,Dec,4,1,1942 Dec,Global,
1943,Jan,-22,1,1943 Jan,Global,
1943,Feb,2,1,1943 Feb,Global,
1943,Mar,-17,1,1943 Mar,Global,
1943,Apr,-2,1,1943 Apr,Global,
1943,May,-11,1,1943 May,Global,
1943,Jun,-13,1,1943 Jun,Global,
1943,Jul,8,1,1943 Jul,Global,
1943,Aug,-18,1,1943 Aug,Global,
1943,Sep,4,1,1943 Sep,Global,
1943,Oct,27,1,1943 Oct,Global,
1943,Nov,7,1,1943 Nov,Global,
1943,Dec,19,1,1943 Dec,Global,
1944,Jan,31,1,1944 Jan,Global,
1944,Feb,12,1,1944 Feb,Global,
1944,Mar,9,1,1944 Mar,Global,
1944,Apr,-7,1,1944 Apr,Global,
1944,May,-7,1,1944 May,Global,
1944,Jun,-7,1,1944 Jun,Global,
1944,Jul,3,1,1944 Jul,Global,
1944,Aug,5,1,1944 Aug,Global,
1944,Sep,21,1,1944 Sep,Global,
1944,Oct,20,1,1944 Oct,Global,
1944,Nov,0,1,1944 Nov,Global,
1944,Dec,-21,1,1944 Dec,Global,
1945,Jan,0,1,1945 Jan,Global,
1945,Feb,-15,1,1945 Feb,Global,
1945,Mar,-2,1,1945 Mar,Global,
1945,Apr,11,1,1945 Apr,Global,
1945,May,-27,1,1945 May,Global,
1945,Jun,-32,1,1945 Jun,Global,
1945,Jul,-23,1,1945 Jul,Global,
1945,Aug,18,1,1945 Aug,Global,
1945,Sep,4,1,1945 Sep,Global,
1945,Oct,3,1,1945 Oct,Global,
1945,Nov,-8,1,1945 Nov,Global,
1945,Dec,-37,1,1945 Dec,Global,
1946,Jan,0,1,1946 Jan,Global,
1946,Feb,-6,1,1946 Feb,Global,
1946,Mar,-17,1,1946 Mar,Global,
1946,Apr,3,1,1946 Apr,Global,
1946,May,0,1,1946 May,Global,
1946,Jun,-18,1,1946 Jun,Global,
1946,Jul,4,1,1946 Jul,Global,
1946,Aug,-4,1,1946 Aug,Global,
1946,Sep,0,1,1946 Sep,Global,
1946,Oct,-15,1,1946 Oct,Global,
1946,Nov,-8,1,1946 Nov,Global,
1946,Dec,-32,1,1946 Dec,Global,
1947,Jan,-14,1,1947 Jan,Global,
1947,Feb,3,1,1947 Feb,Global,
1947,Mar,17,1,1947 Mar,Global,
1947,Apr,11,1,1947 Apr,Global,
1947,May,-2,1,1947 May,Global,
1947,Jun,1,1,1947 Jun,Global,
1947,Jul,-4,1,1947 Jul,Global,
1947,Aug,-1,1,1947 Aug,Global,
1947,Sep,1,1,1947 Sep,Global,
1947,Oct,22,1,1947 Oct,Global,
1947,Nov,21,1,1947 Nov,Global,
1947,Dec,-19,1,1947 Dec,Global,
1948,Jan,19,1,1948 Jan,Global,
1948,Feb,-17,1,1948 Feb,Global,
1948,Mar,-28,1,1948 Mar,Global,
1948,Apr,-12,1,1948 Apr,Global,
1948,May,3,1,1948 May,Global,
1948,Jun,5,1,1948 Jun,Global,
1948,Jul,-16,1,1948 Jul,Global,
1948,Aug,-18,1,1948 Aug,Global,
1948,Sep,1,1,1948 Sep,Global,
1948,Oct,-3,1,1948 Oct,Global,
1948,Nov,-17,1,1948 Nov,Global,
1948,Dec,-20,1,1948 Dec,Global,
1949,Jan,3,1,1949 Jan,Global,
1949,Feb,-36,1,1949 Feb,Global,
1949,Mar,-7,1,1949 Mar,Global,
1949,Apr,-25,1,1949 Apr,Global,
1949,May,-13,1,1949 May,Global,
1949,Jun,-16,1,1949 Jun,Global,
1949,Jul,-9,1,1949 Jul,Global,
1949,Aug,-11,1,1949 Aug,Global,
1949,Sep,-5,1,1949 Sep,Global,
1949,Oct,2,1,1949 Oct,Global,
1949,Nov,-4,1,1949 Nov,Global,
1949,Dec,-16,1,1949 Dec,Global,
1950,Jan,-30,1,1950 Jan,Global,
1950,Feb,-31,1,1950 Feb,Global,
1950,Mar,-5,1,1950 Mar,Global,
1950,Apr,-22,1,1950 Apr,Global,
1950,May,-20,1,1950 May,Global,
1950,Jun,-9,1,1950 Jun,Global,
1950,Jul,-12,1,1950 Jul,Global,
1950,Aug,-33,1,1950 Aug,Global,
1950,Sep,-18,1,1950 Sep,Global,
1950,Oct,-21,1,1950 Oct,Global,
1950,Nov,-40,1,1950 Nov,Global,
1950,Dec,-17,1,1950 Dec,Global,
1951,Jan,-38,1,1951 Jan,Global,
1951,Feb,-47,1,1951 Feb,Global,
1951,Mar,-16,1,1951 Mar,Global,
1951,Apr,-4,1,1951 Apr,Global,
1951,May,5,1,1951 May,Global,
1951,Jun,-6,1,1951 Jun,Global,
1951,Jul,-6,1,1951 Jul,Global,
1951,Aug,8,1,1951 Aug,Global,
1951,Sep,7,1,1951 Sep,Global,
1951,Oct,0,1,1951 Oct,Global,
1951,Nov,-3,1,1951 Nov,Global,
1951,Dec,13,1,1951 Dec,Global,
1952,Jan,8,1,1952 Jan,Global,
1952,Feb,9,1,1952 Feb,Global,
1952,Mar,-19,1,1952 Mar,Global,
1952,Apr,-8,1,1952 Apr,Global,
1952,May,-13,1,1952 May,Global,
1952,Jun,-11,1,1952 Jun,Global,
1952,Jul,3,1,1952 Jul,Global,
1952,Aug,8,1,1952 Aug,Global,
1952,Sep,12,1,1952 Sep,Global,
1952,Oct,-3,1,1952 Oct,Global,
1952,Nov,-21,1,1952 Nov,Global,
1952,Dec,-4,1,1952 Dec,Global,
1953,Jan,9,1,1953 Jan,Global,
1953,Feb,5,1,1953 Feb,Global,
1953,Mar,14,1,1953 Mar,Global,
1953,Apr,9,1,1953 Apr,Global,
1953,May,-4,1,1953 May,Global,
1953,Jun,0,1,1953 Jun,Global,
1953,Jul,-5,1,1953 Jul,Global,
1953,Aug,9,1,1953 Aug,Global,
1953,Sep,6,1,1953 Sep,Global,
1953,Oct,3,1,1953 Oct,Global,
1953,Nov,-1,1,1953 Nov,Global,
1953,Dec,13,1,1953 Dec,Global,
1954,Jan,-33,1,1954 Jan,Global,
1954,Feb,-10,1,1954 Feb,Global,
1954,Mar,-12,1,1954 Mar,Global,
1954,Apr,-16,1,1954 Apr,Global,
1954,May,-20,1,1954 May,Global,
1954,Jun,-21,1,1954 Jun,Global,
1954,Jul,-27,1,1954 Jul,Global,
1954,Aug,-18,1,1954 Aug,Global,
1954,Sep,-18,1,1954 Sep,Global,
1954,Oct,-1,1,1954 Oct,Global,
1954,Nov,16,1,1954 Nov,Global,
1954,Dec,-13,1,1954 Dec,Global,
1955,Jan,21,1,1955 Jan,Global,
1955,Feb,-11,1,1955 Feb,Global,
1955,Mar,-40,1,1955 Mar,Global,
1955,Apr,-19,1,1955 Apr,Global,
1955,May,-19,1,1955 May,Global,
1955,Jun,-19,1,1955 Jun,Global,
1955,Jul,-18,1,1955 Jul,Global,
1955,Aug,9,1,1955 Aug,Global,
1955,Sep,-12,1,1955 Sep,Global,
1955,Oct,0,1,1955 Oct,Global,
1955,Nov,-26,1,1955 Nov,Global,
1955,Dec,-32,1,1955 Dec,Global,
1956,Jan,-25,1,1956 Jan,Global,
1956,Feb,-33,1,1956 Feb,Global,
1956,Mar,-34,1,1956 Mar,Global,
1956,Apr,-26,1,1956 Apr,Global,
1956,May,-31,1,1956 May,Global,
1956,Jun,-11,1,1956 Jun,Global,
1956,Jul,-13,1,1956 Jul,Global,
1956,Aug,-33,1,1956 Aug,Global,
1956,Sep,-15,1,1956 Sep,Global,
1956,Oct,-25,1,1956 Oct,Global,
1956,Nov,-24,1,1956 Nov,Global,
1956,Dec,-20,1,1956 Dec,Global,
1957,Jan,-15,1,1957 Jan,Global,
1957,Feb,-6,1,1957 Feb,Global,
1957,Mar,-9,1,1957 Mar,Global,
1957,Apr,-1,1,1957 Apr,Global,
1957,May,-1,1,1957 May,Global,
1957,Jun,13,1,1957 Jun,Global,
1957,Jul,-13,1,1957 Jul,Global,
1957,Aug,13,1,1957 Aug,Global,
1957,Sep,9,1,1957 Sep,Global,
1957,Oct,0,1,1957 Oct,Global,
1957,Nov,13,1,1957 Nov,Global,
1957,Dec,20,1,1957 Dec,Global,
1958,Jan,41,1,1958 Jan,Global,
1958,Feb,24,1,1958 Feb,Global,
1958,Mar,18,1,1958 Mar,Global,
1958,Apr,8,1,1958 Apr,Global,
1958,May,11,1,1958 May,Global,
1958,Jun,-18,1,1958 Jun,Global,
1958,Jul,7,1,1958 Jul,Global,
1958,Aug,-10,1,1958 Aug,Global,
1958,Sep,-7,1,1958 Sep,Global,
1958,Oct,9,1,1958 Oct,Global,
1958,Nov,8,1,1958 Nov,Global,
1958,Dec,-7,1,1958 Dec,Global,
1959,Jan,3,1,1959 Jan,Global,
1959,Feb,9,1,1959 Feb,Global,
1959,Mar,23,1,1959 Mar,Global,
1959,Apr,18,1,1959 Apr,Global,
1959,May,-1,1,1959 May,Global,
1959,Jun,7,1,1959 Jun,Global,
1959,Jul,10,1,1959 Jul,Global,
1959,Aug,0,1,1959 Aug,Global,
1959,Sep,-13,1,1959 Sep,Global,
1959,Oct,-10,1,1959 Oct,Global,
1959,Nov,-9,1,1959 Nov,Global,
1959,Dec,9,1,1959 Dec,Global,
1960,Jan,7,1,1960 Jan,Global,
1960,Feb,26,1,1960 Feb,Global,
1960,Mar,-46,1,1960 Mar,Global,
1960,Apr,-21,1,1960 Apr,Global,
1960,May,-14,1,1960 May,Global,
1960,Jun,-2,1,1960 Jun,Global,
1960,Jul,-11,1,1960 Jul,Global,
1960,Aug,7,1,1960 Aug,Global,
1960,Sep,8,1,1960 Sep,Global,
1960,Oct,12,1,1960 Oct,Global,
1960,Nov,-11,1,1960 Nov,Global,
1960,Dec,17,1,1960 Dec,Global,
1961,Jan,8,1,1961 Jan,Global,
1961,Feb,22,1,1961 Feb,Global,
1961,Mar,3,1,1961 Mar,Global,
1961,Apr,13,1,1961 Apr,Global,
1961,May,17,1,1961 May,Global,
1961,Jun,12,1,1961 Jun,Global,
1961,Jul,0,1,1961 Jul,Global,
1961,Aug,7,1,1961 Aug,Global,
1961,Sep,16,1,1961 Sep,Global,
1961,Oct,9,1,1961 Oct,Global,
1961,Nov,8,1,1961 Nov,Global,
1961,Dec,-14,1,1961 Dec,Global,
1962,Jan,8,1,1962 Jan,Global,
1962,Feb,16,1,1962 Feb,Global,
1962,Mar,11,1,1962 Mar,Global,
1962,Apr,5,1,1962 Apr,Global,
1962,May,-11,1,1962 May,Global,
1962,Jun,5,1,1962 Jun,Global,
1962,Jul,-13,1,1962 Jul,Global,
1962,Aug,-8,1,1962 Aug,Global,
1962,Sep,1,1,1962 Sep,Global,
1962,Oct,2,1,1962 Oct,Global,
1962,Nov,10,1,1962 Nov,Global,
1962,Dec,1,1,1962 Dec,Global,
1963,Jan,-1,1,1963 Jan,Global,
1963,Feb,24,1,1963 Feb,Global,
1963,Mar,-23,1,1963 Mar,Global,
1963,Apr,-19,1,1963 Apr,Global,
1963,May,-13,1,1963 May,Global,
1963,Jun,3,1,1963 Jun,Global,
1963,Jul,6,1,1963 Jul,Global,
1963,Aug,18,1,1963 Aug,Global,
1963,Sep,22,1,1963 Sep,Global,
1963,Oct,10,1,1963 Oct,Global,
1963,Nov,5,1,1963 Nov,Global,
1963,Dec,-5,1,1963 Dec,Global,
1964,Jan,-7,1,1964 Jan,Global,
1964,Feb,-17,1,1964 Feb,Global,
1964,Mar,-28,1,1964 Mar,Global,
1964,Apr,-36,1,1964 Apr,Global,
1964,May,-33,1,1964 May,Global,
1964,Jun,-13,1,1964 Jun,Global,
1964,Jul,-8,1,1964 Jul,Global,
1964,Aug,-29,1,1964 Aug,Global,
1964,Sep,-37,1,1964 Sep,Global,
1964,Oct,-35,1,1964 Oct,Global,
1964,Nov,-21,1,1964 Nov,Global,
1964,Dec,-34,1,1964 Dec,Global,
1965,Jan,-6,1,1965 Jan,Global,
1965,Feb,-18,1,1965 Feb,Global,
1965,Mar,-12,1,1965 Mar,Global,
1965,Apr,-28,1,1965 Apr,Global,
1965,May,-16,1,1965 May,Global,
1965,Jun,-15,1,1965 Jun,Global,
1965,Jul,-26,1,1965 Jul,Global,
1965,Aug,-8,1,1965 Aug,Global,
1965,Sep,-27,1,1965 Sep,Global,
1965,Oct,-9,1,1965 Oct,Global,
1965,Nov,-13,1,1965 Nov,Global,
1965,Dec,-19,1,1965 Dec,Global,
1966,Jan,-22,1,1966 Jan,Global,
1966,Feb,-3,1,1966 Feb,Global,
1966,Mar,14,1,1966 Mar,Global,
1966,Apr,-9,1,1966 Apr,Global,
1966,May,-10,1,1966 May,Global,
1966,Jun,-4,1,1966 Jun,Global,
1966,Jul,11,1,1966 Jul,Global,
1966,Aug,-10,1,1966 Aug,Global,
1966,Sep,-3,1,1966 Sep,Global,
1966,Oct,-26,1,1966 Oct,Global,
1966,Nov,-5,1,1966 Nov,Global,
1966,Dec,-8,1,1966 Dec,Global,
1967,Jan,-8,1,1967 Jan,Global,
1967,Feb,-26,1,1967 Feb,Global,
1967,Mar,1,1,1967 Mar,Global,
1967,Apr,-9,1,1967 Apr,Global,
1967,May,17,1,1967 May,Global,
1967,Jun,-13,1,1967 Jun,Global,
1967,Jul,6,1,1967 Jul,Global,
1967,Aug,3,1,1967 Aug,Global,
1967,Sep,0,1,1967 Sep,Global,
1967,Oct,12,1,1967 Oct,Global,
1967,Nov,1,1,1967 Nov,Global,
1967,Dec,0,1,1967 Dec,Global,
1968,Jan,-21,1,1968 Jan,Global,
1968,Feb,-16,1,1968 Feb,Global,
1968,Mar,32,1,1968 Mar,Global,
1968,Apr,-9,1,1968 Apr,Global,
1968,May,-18,1,1968 May,Global,
1968,Jun,-11,1,1968 Jun,Global,
1968,Jul,-13,1,1968 Jul,Global,
1968,Aug,-8,1,1968 Aug,Global,
1968,Sep,-27,1,1968 Sep,Global,
1968,Oct,6,1,1968 Oct,Global,
1968,Nov,-6,1,1968 Nov,Global,
1968,Dec,-21,1,1968 Dec,Global,
1969,Jan,-16,1,1969 Jan,Global,
1969,Feb,-26,1,1969 Feb,Global,
1969,Mar,-10,1,1969 Mar,Global,
1969,Apr,11,1,1969 Apr,Global,
1969,May,16,1,1969 May,Global,
1969,Jun,4,1,1969 Jun,Global,
1969,Jul,-2,1,1969 Jul,Global,
1969,Aug,-9,1,1969 Aug,Global,
1969,Sep,1,1,1969 Sep,Global,
1969,Oct,8,1,1969 Oct,Global,
1969,Nov,8,1,1969 Nov,Global,
1969,Dec,34,1,1969 Dec,Global,
1970,Jan,4,1,1970 Jan,Global,
1970,Feb,27,1,1970 Feb,Global,
1970,Mar,10,1,1970 Mar,Global,
1970,Apr,12,1,1970 Apr,Global,
1970,May,-4,1,1970 May,Global,
1970,Jun,12,1,1970 Jun,Global,
1970,Jul,9,1,1970 Jul,Global,
1970,Aug,-7,1,1970 Aug,Global,
1970,Sep,16,1,1970 Sep,Global,
1970,Oct,11,1,1970 Oct,Global,
1970,Nov,4,1,1970 Nov,Global,
1970,Dec,-10,1,1970 Dec,Global,
1971,Jan,-1,1,1971 Jan,Global,
1971,Feb,-12,1,1971 Feb,Global,
1971,Mar,-19,1,1971 Mar,Global,
1971,Apr,-3,1,1971 Apr,Global,
1971,May,-5,1,1971 May,Global,
1971,Jun,-19,1,1971 Jun,Global,
1971,Jul,-8,1,1971 Jul,Global,
1971,Aug,4,1,1971 Aug,Global,
1971,Sep,3,1,1971 Sep,Global,
1971,Oct,-1,1,1971 Oct,Global,
1971,Nov,-10,1,1971 Nov,Global,
1971,Dec,-4,1,1971 Dec,Global,
1972,Jan,-28,1,1972 Jan,Global,
1972,Feb,-30,1,1972 Feb,Global,
1972,Mar,-6,1,1972 Mar,Global,
1972,Apr,-4,1,1972 Apr,Global,
1972,May,-1,1,1972 May,Global,
1972,Jun,9,1,1972 Jun,Global,
1972,Jul,7,1,1972 Jul,Global,
1972,Aug,21,1,1972 Aug,Global,
1972,Sep,6,1,1972 Sep,Global,
1972,Oct,-2,1,1972 Oct,Global,
1972,Nov,-4,1,1972 Nov,Global,
1972,Dec,15,1,1972 Dec,Global,
1973,Jan,26,1,1973 Jan,Global,
1973,Feb,33,1,1973 Feb,Global,
1973,Mar,37,1,1973 Mar,Global,
1973,Apr,35,1,1973 Apr,Global,
1973,May,35,1,1973 May,Global,
1973,Jun,29,1,1973 Jun,Global,
1973,Jul,21,1,1973 Jul,Global,
1973,Aug,7,1,1973 Aug,Global,
1973,Sep,12,1,1973 Sep,Global,
1973,Oct,20,1,1973 Oct,Global,
1973,Nov,10,1,1973 Nov,Global,
1973,Dec,-1,1,1973 Dec,Global,
1974,Jan,-5,1,1974 Jan,Global,
1974,Feb,-23,1,1974 Feb,Global,
1974,Mar,0,1,1974 Mar,Global,
1974,Apr,-7,1,1974 Apr,Global,
1974,May,3,1,1974 May,Global,
1974,Jun,2,1,1974 Jun,Global,
1974,Jul,-2,1,1974 Jul,Global,
1974,Aug,13,1,1974 Aug,Global,
1974,Sep,-14,1,1974 Sep,Global,
1974,Oct,-7,1,1974 Oct,Global,
1974,Nov,-7,1,1974 Nov,Global,
1974,Dec,-3,1,1974 Dec,Global,
1975,Jan,7,1,1975 Jan,Global,
1975,Feb,10,1,1975 Feb,Global,
1975,Mar,14,1,1975 Mar,Global,
1975,Apr,5,1,1975 Apr,Global,
1975,May,27,1,1975 May,Global,
1975,Jun,5,1,1975 Jun,Global,
1975,Jul,8,1,1975 Jul,Global,
1975,Aug,-25,1,1975 Aug,Global,
1975,Sep,-2,1,1975 Sep,Global,
1975,Oct,-3,1,1975 Oct,Global,
1975,Nov,-5,1,1975 Nov,Global,
1975,Dec,-21,1,1975 Dec,Global,
1976,Jan,0,1,1976 Jan,Global,
1976,Feb,-6,1,1976 Feb,Global,
1976,Mar,-30,1,1976 Mar,Global,
1976,Apr,-22,1,1976 Apr,Global,
1976,May,-23,1,1976 May,Global,
1976,Jun,-17,1,1976 Jun,Global,
1976,Jul,-16,1,1976 Jul,Global,
1976,Aug,-23,1,1976 Aug,Global,
1976,Sep,-15,1,1976 Sep,Global,
1976,Oct,-36,1,1976 Oct,Global,
1976,Nov,-16,1,1976 Nov,Global,
1976,Dec,-2,1,1976 Dec,Global,
1977,Jan,14,1,1977 Jan,Global,
1977,Feb,23,1,1977 Feb,Global,
1977,Mar,32,1,1977 Mar,Global,
1977,Apr,32,1,1977 Apr,Global,
1977,May,30,1,1977 May,Global,
1977,Jun,33,1,1977 Jun,Global,
1977,Jul,31,1,1977 Jul,Global,
1977,Aug,29,1,1977 Aug,Global,
1977,Sep,-8,1,1977 Sep,Global,
1977,Oct,0,1,1977 Oct,Global,
1977,Nov,25,1,1977 Nov,Global,
1977,Dec,15,1,1977 Dec,Global,
1978,Jan,14,1,1978 Jan,Global,
1978,Feb,20,1,1978 Feb,Global,
1978,Mar,28,1,1978 Mar,Global,
1978,Apr,27,1,1978 Apr,Global,
1978,May,21,1,1978 May,Global,
1978,Jun,4,1,1978 Jun,Global,
1978,Jul,20,1,1978 Jul,Global,
1978,Aug,-14,1,1978 Aug,Global,
1978,Sep,15,1,1978 Sep,Global,
1978,Oct,4,1,1978 Oct,Global,
1978,Nov,15,1,1978 Nov,Global,
1978,Dec,12,1,1978 Dec,Global,
1979,Jan,18,1,1979 Jan,Global,
1979,Feb,-10,1,1979 Feb,Global,
1979,Mar,26,1,1979 Mar,Global,
1979,Apr,20,1,1979 Apr,Global,
1979,May,10,1,1979 May,Global,
1979,Jun,21,1,1979 Jun,Global,
1979,Jul,5,1,1979 Jul,Global,
1979,Aug,14,1,1979 Aug,Global,
1979,Sep,30,1,1979 Sep,Global,
1979,Oct,28,1,1979 Oct,Global,
1979,Nov,31,1,1979 Nov,Global,
1979,Dec,53,1,1979 Dec,Global,
1980,Jan,36,1,1980 Jan,Global,
1980,Feb,46,1,1980 Feb,Global,
1980,Mar,42,1,1980 Mar,Global,
1980,Apr,45,1,1980 Apr,Global,
1980,May,47,1,1980 May,Global,
1980,Jun,23,1,1980 Jun,Global,
1980,Jul,38,1,1980 Jul,Global,
1980,Aug,32,1,1980 Aug,Global,
1980,Sep,33,1,1980 Sep,Global,
1980,Oct,24,1,1980 Oct,Global,
1980,Nov,30,1,1980 Nov,Global,
1980,Dec,19,1,1980 Dec,Global,
1981,Jan,63,1,1981 Jan,Global,
1981,Feb,58,1,1981 Feb,Global,
1981,Mar,67,1,1981 Mar,Global,
1981,Apr,51,1,1981 Apr,Global,
1981,May,34,1,1981 May,Global,
1981,Jun,39,1,1981 Jun,Global,
1981,Jul,52,1,1981 Jul,Global,
1981,Aug,55,1,1981 Aug,Global,
1981,Sep,29,1,1981 Sep,Global,
1981,Oct,12,1,1981 Oct,Global,
1981,Nov,23,1,1981 Nov,Global,
1981,Dec,48,1,1981 Dec,Global,
1982,Jan,13,1,1982 Jan,Global,
1982,Feb,25,1,1982 Feb,Global,
1982,Mar,0,1,1982 Mar,Global,
1982,Apr,4,1,1982 Apr,Global,
1982,May,26,1,1982 May,Global,
1982,Jun,5,1,1982 Jun,Global,
1982,Jul,19,1,1982 Jul,Global,
1982,Aug,9,1,1982 Aug,Global,
1982,Sep,10,1,1982 Sep,Global,
1982,Oct,2,1,1982 Oct,Global,
1982,Nov,13,1,1982 Nov,Global,
1982,Dec,42,1,1982 Dec,Global,
1983,Jan,49,1,1983 Jan,Global,
1983,Feb,41,1,1983 Feb,Global,
1983,Mar,48,1,1983 Mar,Global,
1983,Apr,41,1,1983 Apr,Global,
1983,May,50,1,1983 May,Global,
1983,Jun,29,1,1983 Jun,Global,
1983,Jul,21,1,1983 Jul,Global,
1983,Aug,47,1,1983 Aug,Global,
1983,Sep,56,1,1983 Sep,Global,
1983,Oct,34,1,1983 Oct,Global,
1983,Nov,33,1,1983 Nov,Global,
